query_id,none_hit@10,none_rr@10,none_ndcg@10,compressed_hit@10,compressed_rr@10,compressed_ndcg@10,run_name,M,Compression,delta_hit@10,delta_rr@10,delta_ndcg@10,quantization_sensitivity_type
q005,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q006,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q007,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q008,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q009,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q010,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q011,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q012,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q013,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q014,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q013,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0,0.0,stable
q014,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0,0.0,stable
q015,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0,0.0,stable
q016,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0,0.0,stable
q017,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0,0.0,stable
q018,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0,0.0,stable
q018,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q019,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q020,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q021,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q022,1.0,0.125,0.31546487678572877,1.0,0.125,0.31546487678572877,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q023,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q026,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q027,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q029,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q030,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q029,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0,0.0,stable
q030,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0,0.0,stable
q003,1.0,0.1,0.2890648263178879,1.0,0.1,0.2890648263178879,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q005,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q006,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q007,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q008,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q009,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q010,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q011,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q012,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q013,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q014,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q015,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q016,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q015,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q016,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q017,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0,0.0,stable
q018,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q017,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q018,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q019,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q020,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q021,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q022,1.0,0.125,0.31546487678572877,1.0,0.125,0.31546487678572877,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q023,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q026,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q027,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q029,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q030,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.14285714285714285,0.3333333333333333,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q003,1.0,0.1,0.2890648263178879,1.0,0.1,0.2890648263178879,w6_N10_M16_pq,16,PQ,0.0,0.0,0.0,stable
q003,1.0,0.1,0.2890648263178879,1.0,0.1,0.2890648263178879,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q003,1.0,0.1,0.2890648263178879,1.0,0.1,0.2890648263178879,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q005,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q006,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q007,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q008,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q009,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q010,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q011,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q012,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q013,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q014,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q015,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q016,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q017,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q018,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q019,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q020,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q019,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q020,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q021,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q022,1.0,0.1111111111111111,0.3010299956639812,1.0,0.1111111111111111,0.3010299956639812,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q023,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q025,1.0,1.0,1.0,1.0,1.0,1.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q026,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q027,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q028,1.0,0.1,0.17723928678404774,1.0,0.1,0.17723928678404774,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q029,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q030,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.14285714285714285,0.3333333333333333,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q003,1.0,0.1,0.2890648263178879,1.0,0.1,0.2890648263178879,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q005,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q006,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q005,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q006,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q007,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q008,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q009,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q010,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q011,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q012,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q013,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q014,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q015,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q016,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q017,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q019,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q020,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q021,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q021,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q023,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q025,1.0,1.0,1.0,1.0,1.0,1.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q026,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q027,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q028,1.0,0.1,0.17723928678404774,1.0,0.1,0.17723928678404774,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q029,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q030,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.0,0.0,stable
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.14285714285714285,0.3333333333333333,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q002,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q005,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_pq,24,PQ,0.0,0.0,0.0,stable
q006,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_pq,24,PQ,0.0,0.0,0.0,stable
q007,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_pq,24,PQ,0.0,0.0,0.0,stable
q008,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_pq,24,PQ,0.0,0.0,0.0,stable
q007,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q008,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q009,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q010,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q011,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q012,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q013,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q014,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q015,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q016,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q017,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q018,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q030,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_pq,24,PQ,0.0,0.0,0.0,stable
q030,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M8_ivf_opq_pq,8,IVF+OPQ+PQ,0.0,0.0,0.0,stable
q003,1.0,0.1,0.2890648263178879,1.0,0.1,0.2890648263178879,w6_N10_M8_ivf_pq,8,IVF+PQ,0.0,0.0,0.0,stable
q004,1.0,0.1,0.2890648263178879,1.0,0.1,0.2890648263178879,w6_N10_M8_ivf_pq,8,IVF+PQ,0.0,0.0,0.0,stable
q023,0.0,0.0,0.0,0.0,0.0,0.0,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.0,0.0,stable
q028,1.0,0.1,0.17723928678404774,1.0,0.1111111111111111,0.18457569677956817,w6_N10_M8_ivf_opq_pq,8,IVF+OPQ+PQ,0.0,0.0111111111111111,0.007336409995520432,stable
q004,1.0,0.1,0.2890648263178879,1.0,0.1111111111111111,0.3010299956639812,w6_N10_M8_pq,8,PQ,0.0,0.0111111111111111,0.011965169346093318,stable
q004,1.0,0.1,0.2890648263178879,1.0,0.1111111111111111,0.3010299956639812,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.0111111111111111,0.011965169346093318,stable
q004,1.0,0.1,0.2890648263178879,1.0,0.1111111111111111,0.3010299956639812,w6_N10_M16_ivf_opq_pq,16,IVF+OPQ+PQ,0.0,0.0111111111111111,0.011965169346093318,stable
q004,1.0,0.1,0.2890648263178879,1.0,0.1111111111111111,0.3010299956639812,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.0111111111111111,0.011965169346093318,stable
q004,1.0,0.1,0.2890648263178879,1.0,0.1111111111111111,0.3010299956639812,w6_N10_M8_opq_pq,8,OPQ+PQ,0.0,0.0111111111111111,0.011965169346093318,stable
q003,1.0,0.1,0.2890648263178879,1.0,0.1111111111111111,0.3010299956639812,w6_N10_M8_ivf_opq_pq,8,IVF+OPQ+PQ,0.0,0.0111111111111111,0.011965169346093318,stable
q022,1.0,0.1111111111111111,0.3010299956639812,1.0,0.125,0.31546487678572877,w6_N10_M24_pq,24,PQ,0.0,0.013888888888888895,0.014434881121747567,stable
q022,1.0,0.1111111111111111,0.3010299956639812,1.0,0.125,0.31546487678572877,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.013888888888888895,0.014434881121747567,stable
q022,1.0,0.1111111111111111,0.3010299956639812,1.0,0.125,0.31546487678572877,w6_N10_M8_pq,8,PQ,0.0,0.013888888888888895,0.014434881121747567,stable
q022,1.0,0.1111111111111111,0.3010299956639812,1.0,0.125,0.31546487678572877,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.013888888888888895,0.014434881121747567,stable
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.16666666666666666,0.3562071871080222,w6_N10_M16_pq,16,PQ,0.0,0.023809523809523808,0.022873853774688868,stable
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.16666666666666666,0.3562071871080222,w6_N10_M16_ivf_opq_pq,16,IVF+OPQ+PQ,0.0,0.023809523809523808,0.022873853774688868,stable
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.16666666666666666,0.3562071871080222,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.023809523809523808,0.022873853774688868,stable
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.16666666666666666,0.3562071871080222,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.023809523809523808,0.022873853774688868,stable
q004,1.0,0.1,0.2890648263178879,1.0,0.125,0.31546487678572877,w6_N10_M16_pq,16,PQ,0.0,0.024999999999999994,0.026400050467840885,stable
q024,1.0,0.16666666666666666,0.3562071871080222,1.0,0.2,0.38685280723454163,w6_N10_M8_opq_pq,8,OPQ+PQ,0.0,0.033333333333333354,0.030645620126519446,stable
q022,1.0,0.1111111111111111,0.3010299956639812,1.0,0.14285714285714285,0.3333333333333333,w6_N10_M8_opq_pq,8,OPQ+PQ,0.0,0.031746031746031744,0.03230333766935212,stable
q022,1.0,0.1111111111111111,0.3010299956639812,1.0,0.14285714285714285,0.3333333333333333,w6_N10_M8_ivf_pq,8,IVF+PQ,0.0,0.031746031746031744,0.03230333766935212,stable
q022,1.0,0.1111111111111111,0.3010299956639812,1.0,0.14285714285714285,0.3333333333333333,w6_N10_M8_ivf_opq_pq,8,IVF+OPQ+PQ,0.0,0.031746031746031744,0.03230333766935212,stable
q024,1.0,0.125,0.31546487678572877,1.0,0.16666666666666666,0.3562071871080222,w6_N10_M16_opq_pq,16,OPQ+PQ,0.0,0.04166666666666666,0.04074231032229342,stable
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.2,0.38685280723454163,w6_N10_M8_ivf_pq,8,IVF+PQ,0.0,0.05714285714285716,0.053519473901208314,improved_by_quantization
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.2,0.38685280723454163,w6_N10_M8_pq,8,PQ,0.0,0.05714285714285716,0.053519473901208314,improved_by_quantization
q024,1.0,0.125,0.31546487678572877,1.0,0.2,0.38685280723454163,w6_N10_M16_ivf_pq,16,IVF+PQ,0.0,0.07500000000000001,0.07138793044881286,improved_by_quantization
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.25,0.43067655807339306,w6_N10_M8_ivf_opq_pq,8,IVF+OPQ+PQ,0.0,0.10714285714285715,0.09734322474005974,improved_by_quantization
q001,1.0,0.14285714285714285,0.3333333333333333,1.0,0.25,0.43067655807339306,w6_N10_M8_opq_pq,8,OPQ+PQ,0.0,0.10714285714285715,0.09734322474005974,improved_by_quantization
q024,1.0,0.14285714285714285,0.3333333333333333,1.0,0.25,0.43067655807339306,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.10714285714285715,0.09734322474005974,improved_by_quantization
q024,1.0,0.125,0.31546487678572877,1.0,0.25,0.43067655807339306,w6_N10_M16_ivf_opq_pq,16,IVF+OPQ+PQ,0.0,0.125,0.11521168128766429,improved_by_quantization
q004,1.0,0.3333333333333333,0.5,1.0,0.5,0.6309297535714575,w6_N10_M24_pq,24,PQ,0.0,0.16666666666666669,0.13092975357145753,improved_by_quantization
q024,1.0,0.16666666666666666,0.3562071871080222,1.0,0.3333333333333333,0.5,w6_N10_M8_ivf_pq,8,IVF+PQ,0.0,0.16666666666666666,0.14379281289197782,improved_by_quantization
q024,1.0,0.16666666666666666,0.3562071871080222,1.0,0.3333333333333333,0.5,w6_N10_M8_ivf_opq_pq,8,IVF+OPQ+PQ,0.0,0.16666666666666666,0.14379281289197782,improved_by_quantization
q024,1.0,0.14285714285714285,0.3333333333333333,1.0,0.3333333333333333,0.5,w6_N10_M24_ivf_pq,24,IVF+PQ,0.0,0.19047619047619047,0.16666666666666669,improved_by_quantization
q024,1.0,0.16666666666666666,0.3562071871080222,1.0,0.5,0.6309297535714575,w6_N10_M8_pq,8,PQ,0.0,0.33333333333333337,0.27472256646343535,improved_by_quantization
q024,1.0,0.14285714285714285,0.3333333333333333,1.0,0.5,0.6309297535714575,w6_N10_M24_opq_pq,24,OPQ+PQ,0.0,0.35714285714285715,0.2975964202381242,improved_by_quantization
q024,1.0,0.125,0.31546487678572877,1.0,0.5,0.6309297535714575,w6_N10_M16_pq,16,PQ,0.0,0.375,0.31546487678572877,improved_by_quantization
q004,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,w6_N10_M24_ivf_opq_pq,24,IVF+OPQ+PQ,0.0,0.6666666666666667,0.5,improved_by_quantization
q024,1.0,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,w6_N10_M24_pq,24,PQ,0.0,0.8571428571428572,0.6666666666666667,improved_by_quantization
